pred,pred_subcategory,j_day,value,true_j_day
max_temp,NA,1388,2,1543
snow_cover,NA,1388,46,1543
max_temp,NA,1389,2,1544
snow_cover,NA,1389,44,1544
max_temp,NA,1390,2,1545
snow_cover,NA,1390,44,1545
max_temp,NA,1391,4,1546
snow_cover,NA,1391,44,1546
max_temp,NA,1392,3,1547
snow_cover,NA,1392,44,1547
max_temp,NA,1393,6,1548
snow_cover,NA,1393,45,1548
max_temp,NA,1394,-7,1549
snow_cover,NA,1394,43,1549
max_temp,NA,1395,-11,1550
snow_cover,NA,1395,43,1550
max_temp,NA,1396,-9,1551
snow_cover,NA,1396,56,1551
max_temp,NA,1397,-11,1552
snow_cover,NA,1397,55,1552
max_temp,NA,1398,-8,1553
snow_cover,NA,1398,54,1553
max_temp,NA,1399,-6,1554
snow_cover,NA,1399,52,1554
max_temp,NA,1400,-2,1555
snow_cover,NA,1400,52,1555
max_temp,NA,1401,-3,1556
snow_cover,NA,1401,51,1556
max_temp,NA,1402,-2,1557
snow_cover,NA,1402,51,1557
max_temp,NA,1403,5,1558
snow_cover,NA,1403,51,1558
max_temp,NA,1404,6,1559
snow_cover,NA,1404,51,1559
max_temp,NA,1405,11,1560
snow_cover,NA,1405,50,1560
max_temp,NA,1406,5.5,1561
snow_cover,NA,1406,46,1561
max_temp,NA,1407,5,1562
snow_cover,NA,1407,43,1562
max_temp,NA,1408,10,1563
snow_cover,NA,1408,42,1563
max_temp,NA,1409,7,1564
snow_cover,NA,1409,31,1564
max_temp,NA,1410,5,1565
snow_cover,NA,1410,62,1565
max_temp,NA,1411,10,1566
snow_cover,NA,1411,46,1566
max_temp,NA,1412,11,1567
snow_cover,NA,1412,41,1567
max_temp,NA,1413,5,1568
snow_cover,NA,1413,42,1568
max_temp,NA,1414,7,1569
snow_cover,NA,1414,42,1569
max_temp,NA,1415,11,1570
snow_cover,NA,1415,38,1570
max_temp,NA,1416,18,1571
snow_cover,NA,1416,35,1571
max_temp,NA,1417,18.5,1572
snow_cover,NA,1417,26,1572
max_temp,NA,1418,15,1573
snow_cover,NA,1418,24,1573
max_temp,NA,1419,8,1574
snow_cover,NA,1419,15,1574
max_temp,NA,1420,11.5,1575
snow_cover,NA,1420,10,1575
max_temp,NA,1421,16,1576
snow_cover,NA,1421,5,1576
max_temp,NA,1422,20,1577
snow_cover,NA,1422,0,1577
max_temp,NA,1423,17.5,1578
snow_cover,NA,1423,0,1578
max_temp,NA,1424,11,1579
snow_cover,NA,1424,0,1579
max_temp,NA,1425,14,1580
snow_cover,NA,1425,0,1580
max_temp,NA,1426,21,1581
snow_cover,NA,1426,0,1581
max_temp,NA,1427,21,1582
snow_cover,NA,1427,0,1582
max_temp,NA,1428,14,1583
snow_cover,NA,1428,0,1583
max_temp,NA,1429,5.5,1584
snow_cover,NA,1429,0,1584
max_temp,NA,1430,4,1585
snow_cover,NA,1430,1,1585
max_temp,NA,1431,5,1586
snow_cover,NA,1431,8,1586
max_temp,NA,1432,5,1587
snow_cover,NA,1432,0,1587
max_temp,NA,1433,10,1588
snow_cover,NA,1433,0,1588
max_temp,NA,1434,12,1589
snow_cover,NA,1434,0,1589
max_temp,NA,1435,15,1590
snow_cover,NA,1435,0,1590
max_temp,NA,1436,22,1591
snow_cover,NA,1436,0,1591
max_temp,NA,1437,18,1592
snow_cover,NA,1437,0,1592
max_temp,NA,1438,18,1593
snow_cover,NA,1438,0,1593
max_temp,NA,1439,22,1594
snow_cover,NA,1439,0,1594
max_temp,NA,1440,24,1595
snow_cover,NA,1440,0,1595
max_temp,NA,1441,17,1596
snow_cover,NA,1441,0,1596
max_temp,NA,1442,23,1597
snow_cover,NA,1442,0,1597
max_temp,NA,1443,21,1598
snow_cover,NA,1443,0,1598
max_temp,NA,1444,14,1599
snow_cover,NA,1444,0,1599
max_temp,NA,1445,20,1600
snow_cover,NA,1445,0,1600
max_temp,NA,1446,23,1601
snow_cover,NA,1446,0,1601
max_temp,NA,1447,25,1602
snow_cover,NA,1447,0,1602
max_temp,NA,1448,16.5,1603
snow_cover,NA,1448,0,1603
max_temp,NA,1449,25,1604
snow_cover,NA,1449,0,1604
max_temp,NA,1450,14,1605
snow_cover,NA,1450,0,1605
max_temp,NA,1451,13,1606
snow_cover,NA,1451,0,1606
max_temp,NA,1452,11,1607
snow_cover,NA,1452,0,1607
max_temp,NA,1453,14,1608
snow_cover,NA,1453,0,1608
max_temp,NA,1454,15,1609
snow_cover,NA,1454,0,1609
max_temp,NA,1455,21,1610
snow_cover,NA,1455,0,1610
max_temp,NA,1456,22.5,1611
snow_cover,NA,1456,0,1611
max_temp,NA,1457,20,1612
snow_cover,NA,1457,0,1612
max_temp,NA,1458,24,1613
snow_cover,NA,1458,0,1613
max_temp,NA,1459,23,1614
snow_cover,NA,1459,0,1614
max_temp,NA,1460,25,1615
snow_cover,NA,1460,0,1615
max_temp,NA,1461,9.5,1616
snow_cover,NA,1461,0,1616
max_temp,NA,1462,8,1617
snow_cover,NA,1462,0,1617
max_temp,NA,1463,15.5,1618
snow_cover,NA,1463,0,1618
max_temp,NA,1464,18,1619
snow_cover,NA,1464,0,1619
max_temp,NA,1465,19,1620
snow_cover,NA,1465,0,1620
max_temp,NA,1466,19.5,1621
snow_cover,NA,1466,0,1621
max_temp,NA,1467,26,1622
snow_cover,NA,1467,0,1622
max_temp,NA,1468,28.5,1623
snow_cover,NA,1468,0,1623
max_temp,NA,1469,30,1624
snow_cover,NA,1469,0,1624
max_temp,NA,1470,25.5,1625
snow_cover,NA,1470,0,1625
max_temp,NA,1471,24,1626
snow_cover,NA,1471,0,1626
max_temp,NA,1472,23,1627
snow_cover,NA,1472,0,1627
max_temp,NA,1473,23,1628
snow_cover,NA,1473,0,1628
max_temp,NA,1474,26.5,1629
snow_cover,NA,1474,0,1629
max_temp,NA,1475,27,1630
snow_cover,NA,1475,0,1630
max_temp,NA,1476,29.5,1631
snow_cover,NA,1476,0,1631
max_temp,NA,1477,31.5,1632
snow_cover,NA,1477,0,1632
max_temp,NA,1478,24.5,1633
snow_cover,NA,1478,0,1633
max_temp,NA,1479,20.5,1634
snow_cover,NA,1479,0,1634
max_temp,NA,1480,19,1635
snow_cover,NA,1480,0,1635
max_temp,NA,1481,22,1636
snow_cover,NA,1481,0,1636
max_temp,NA,1482,24,1637
snow_cover,NA,1482,0,1637
max_temp,NA,1483,18.5,1638
snow_cover,NA,1483,0,1638
max_temp,NA,1484,23,1639
snow_cover,NA,1484,0,1639
max_temp,NA,1485,23,1640
snow_cover,NA,1485,0,1640
max_temp,NA,1486,20,1641
snow_cover,NA,1486,0,1641
max_temp,NA,1487,25,1642
snow_cover,NA,1487,0,1642
max_temp,NA,1488,16,1643
snow_cover,NA,1488,0,1643
max_temp,NA,1489,16.5,1644
snow_cover,NA,1489,0,1644
max_temp,NA,1490,15,1645
snow_cover,NA,1490,0,1645
max_temp,NA,1491,19.5,1646
snow_cover,NA,1491,0,1646
max_temp,NA,1492,20.5,1647
snow_cover,NA,1492,0,1647
max_temp,NA,1493,22.5,1648
snow_cover,NA,1493,0,1648
max_temp,NA,1494,19,1649
snow_cover,NA,1494,0,1649
max_temp,NA,1495,23,1650
snow_cover,NA,1495,0,1650
max_temp,NA,1496,25.5,1651
snow_cover,NA,1496,0,1651
max_temp,NA,1497,26,1652
snow_cover,NA,1497,0,1652
max_temp,NA,1498,24,1653
snow_cover,NA,1498,0,1653
max_temp,NA,1499,26,1654
snow_cover,NA,1499,0,1654
max_temp,NA,1500,19.5,1655
snow_cover,NA,1500,0,1655
max_temp,NA,1501,17,1656
snow_cover,NA,1501,0,1656
max_temp,NA,1502,20,1657
snow_cover,NA,1502,0,1657
max_temp,NA,1503,22,1658
snow_cover,NA,1503,0,1658
max_temp,NA,1504,21.5,1659
snow_cover,NA,1504,0,1659
max_temp,NA,1505,19,1660
snow_cover,NA,1505,0,1660
max_temp,NA,1506,15.5,1661
snow_cover,NA,1506,0,1661
max_temp,NA,1507,21,1662
snow_cover,NA,1507,0,1662
max_temp,NA,1508,15,1663
snow_cover,NA,1508,0,1663
max_temp,NA,1509,21.5,1664
snow_cover,NA,1509,0,1664
max_temp,NA,1510,22.5,1665
snow_cover,NA,1510,0,1665
max_temp,NA,1511,24,1666
snow_cover,NA,1511,0,1666
max_temp,NA,1512,24.5,1667
snow_cover,NA,1512,0,1667
max_temp,NA,1513,25.5,1668
snow_cover,NA,1513,0,1668
max_temp,NA,1514,23.5,1669
snow_cover,NA,1514,0,1669
max_temp,NA,1515,28.5,1670
snow_cover,NA,1515,0,1670
max_temp,NA,1516,28,1671
snow_cover,NA,1516,0,1671
max_temp,NA,1517,25.5,1672
snow_cover,NA,1517,0,1672
max_temp,NA,1518,23.5,1673
snow_cover,NA,1518,0,1673
max_temp,NA,1519,16,1674
snow_cover,NA,1519,0,1674
max_temp,NA,1520,12,1675
snow_cover,NA,1520,0,1675
max_temp,NA,1521,22,1676
snow_cover,NA,1521,0,1676
max_temp,NA,1522,23,1677
snow_cover,NA,1522,0,1677
max_temp,NA,1523,22,1678
snow_cover,NA,1523,0,1678
max_temp,NA,1524,22,1679
snow_cover,NA,1524,0,1679
max_temp,NA,1525,23,1680
snow_cover,NA,1525,0,1680
max_temp,NA,1526,23.5,1681
snow_cover,NA,1526,0,1681
max_temp,NA,1527,26.5,1682
snow_cover,NA,1527,0,1682
max_temp,NA,1528,18,1683
snow_cover,NA,1528,0,1683
max_temp,NA,1529,19,1684
snow_cover,NA,1529,0,1684
max_temp,NA,1530,20,1685
snow_cover,NA,1530,0,1685
max_temp,NA,1531,11.5,1686
snow_cover,NA,1531,0,1686
max_temp,NA,1532,14,1687
snow_cover,NA,1532,0,1687
max_temp,NA,1533,20.5,1688
snow_cover,NA,1533,0,1688
max_temp,NA,1534,23.5,1689
snow_cover,NA,1534,0,1689
max_temp,NA,1535,22,1690
snow_cover,NA,1535,0,1690
max_temp,NA,1536,21,1691
snow_cover,NA,1536,0,1691
max_temp,NA,1537,24,1692
snow_cover,NA,1537,0,1692
max_temp,NA,1538,22.5,1693
snow_cover,NA,1538,0,1693
max_temp,NA,1539,18.5,1694
snow_cover,NA,1539,0,1694
max_temp,NA,1540,19.5,1695
snow_cover,NA,1540,0,1695
max_temp,NA,1541,17.5,1696
snow_cover,NA,1541,0,1696
max_temp,NA,1542,10.5,1697
snow_cover,NA,1542,0,1697
max_temp,NA,1543,11.5,1698
snow_cover,NA,1543,0,1698
max_temp,NA,1544,14.5,1699
snow_cover,NA,1544,0,1699
max_temp,NA,1545,15,1700
snow_cover,NA,1545,0,1700
max_temp,NA,1546,11,1701
snow_cover,NA,1546,0,1701
max_temp,NA,1547,10,1702
snow_cover,NA,1547,0,1702
max_temp,NA,1548,17.5,1703
snow_cover,NA,1548,0,1703
max_temp,NA,1549,17,1704
snow_cover,NA,1549,0,1704
max_temp,NA,1550,24.5,1705
snow_cover,NA,1550,0,1705
max_temp,NA,1551,23,1706
snow_cover,NA,1551,0,1706
max_temp,NA,1552,9.5,1707
snow_cover,NA,1552,0,1707
max_temp,NA,1553,12,1708
snow_cover,NA,1553,0,1708
max_temp,NA,1554,21,1709
snow_cover,NA,1554,0,1709
max_temp,NA,1555,23.5,1710
snow_cover,NA,1555,0,1710
max_temp,NA,1556,21,1711
snow_cover,NA,1556,0,1711
max_temp,NA,1557,22.5,1712
snow_cover,NA,1557,0,1712
max_temp,NA,1558,14,1713
snow_cover,NA,1558,0,1713
max_temp,NA,1559,13,1714
snow_cover,NA,1559,0,1714
max_temp,NA,1560,7,1715
snow_cover,NA,1560,0,1715
max_temp,NA,1561,10.5,1716
snow_cover,NA,1561,0,1716
max_temp,NA,1562,14,1717
snow_cover,NA,1562,0,1717
max_temp,NA,1563,16.5,1718
snow_cover,NA,1563,0,1718
max_temp,NA,1564,18.5,1719
snow_cover,NA,1564,0,1719
max_temp,NA,1565,23,1720
snow_cover,NA,1565,0,1720
max_temp,NA,1566,20,1721
snow_cover,NA,1566,0,1721
max_temp,NA,1567,21.5,1722
snow_cover,NA,1567,0,1722
max_temp,NA,1568,23,1723
snow_cover,NA,1568,0,1723
max_temp,NA,1569,21.5,1724
snow_cover,NA,1569,0,1724
max_temp,NA,1570,20,1725
snow_cover,NA,1570,0,1725
max_temp,NA,1571,22,1726
snow_cover,NA,1571,0,1726
max_temp,NA,1572,24,1727
snow_cover,NA,1572,0,1727
max_temp,NA,1573,16,1728
snow_cover,NA,1573,0,1728
max_temp,NA,1574,7,1729
snow_cover,NA,1574,0,1729
max_temp,NA,1575,10.5,1730
snow_cover,NA,1575,0,1730
max_temp,NA,1576,5.5,1731
snow_cover,NA,1576,0,1731
max_temp,NA,1577,8.5,1732
snow_cover,NA,1577,0,1732
max_temp,NA,1578,14.5,1733
snow_cover,NA,1578,0,1733
max_temp,NA,1579,17,1734
snow_cover,NA,1579,0,1734
max_temp,NA,1580,12.5,1735
snow_cover,NA,1580,0,1735
max_temp,NA,1581,5,1736
snow_cover,NA,1581,0,1736
max_temp,NA,1582,11,1737
snow_cover,NA,1582,0,1737
max_temp,NA,1583,12,1738
snow_cover,NA,1583,0,1738
max_temp,NA,1584,11.5,1739
snow_cover,NA,1584,0,1739
max_temp,NA,1585,14,1740
snow_cover,NA,1585,0,1740
max_temp,NA,1586,11,1741
snow_cover,NA,1586,0,1741
max_temp,NA,1587,13.5,1742
snow_cover,NA,1587,0,1742
max_temp,NA,1588,21,1743
snow_cover,NA,1588,0,1743
max_temp,NA,1589,17,1744
snow_cover,NA,1589,0,1744
max_temp,NA,1590,18.5,1745
snow_cover,NA,1590,0,1745
max_temp,NA,1591,23.5,1746
snow_cover,NA,1591,0,1746
max_temp,NA,1592,17,1747
snow_cover,NA,1592,0,1747
max_temp,NA,1593,13,1748
snow_cover,NA,1593,0,1748
max_temp,NA,1594,10,1749
snow_cover,NA,1594,0,1749
max_temp,NA,1595,0.5,1750
snow_cover,NA,1595,0,1750
max_temp,NA,1596,-3,1751
snow_cover,NA,1596,0,1751
max_temp,NA,1597,2.5,1752
snow_cover,NA,1597,0,1752
max_temp,NA,1598,8.5,1753
snow_cover,NA,1598,0,1753
max_temp,NA,1599,12,1754
snow_cover,NA,1599,0,1754
max_temp,NA,1600,14.5,1755
snow_cover,NA,1600,0,1755
max_temp,NA,1601,16,1756
snow_cover,NA,1601,0,1756
max_temp,NA,1602,16.5,1757
snow_cover,NA,1602,0,1757
max_temp,NA,1603,17,1758
snow_cover,NA,1603,0,1758
max_temp,NA,1604,15,1759
snow_cover,NA,1604,0,1759
max_temp,NA,1605,10,1760
snow_cover,NA,1605,0,1760
max_temp,NA,1606,12.5,1761
snow_cover,NA,1606,0,1761
max_temp,NA,1607,3,1762
snow_cover,NA,1607,0,1762
max_temp,NA,1608,7,1763
snow_cover,NA,1608,0,1763
max_temp,NA,1609,8,1764
snow_cover,NA,1609,0,1764
max_temp,NA,1610,2,1765
snow_cover,NA,1610,0,1765
max_temp,NA,1611,0,1766
snow_cover,NA,1611,0,1766
max_temp,NA,1612,1,1767
snow_cover,NA,1612,0,1767
max_temp,NA,1613,4.5,1768
snow_cover,NA,1613,0,1768
max_temp,NA,1614,9,1769
snow_cover,NA,1614,0,1769
max_temp,NA,1615,0,1770
snow_cover,NA,1615,0,1770
max_temp,NA,1616,-3,1771
snow_cover,NA,1616,0,1771
max_temp,NA,1617,-3.5,1772
snow_cover,NA,1617,0,1772
max_temp,NA,1618,2,1773
snow_cover,NA,1618,0,1773
max_temp,NA,1619,1,1774
snow_cover,NA,1619,0,1774
max_temp,NA,1620,-10,1775
snow_cover,NA,1620,1,1775
max_temp,NA,1621,-7,1776
snow_cover,NA,1621,1,1776
max_temp,NA,1622,-3.5,1777
snow_cover,NA,1622,1,1777
max_temp,NA,1623,3,1778
snow_cover,NA,1623,1,1778
max_temp,NA,1624,2.5,1779
snow_cover,NA,1624,1,1779
max_temp,NA,1625,-3,1780
snow_cover,NA,1625,1,1780
max_temp,NA,1626,-3,1781
snow_cover,NA,1626,0,1781
max_temp,NA,1627,-12,1782
snow_cover,NA,1627,1,1782
max_temp,NA,1628,-18,1783
snow_cover,NA,1628,9,1783
max_temp,NA,1629,-20,1784
snow_cover,NA,1629,10,1784
max_temp,NA,1630,-19.5,1785
snow_cover,NA,1630,9,1785
max_temp,NA,1631,-11.5,1786
snow_cover,NA,1631,7,1786
max_temp,NA,1632,-7.5,1787
snow_cover,NA,1632,7,1787
max_temp,NA,1633,-14.5,1788
snow_cover,NA,1633,7,1788
max_temp,NA,1634,-16,1789
snow_cover,NA,1634,7,1789
max_temp,NA,1635,-11,1790
snow_cover,NA,1635,7,1790
max_temp,NA,1636,-2,1791
snow_cover,NA,1636,7,1791
max_temp,NA,1637,-1,1792
snow_cover,NA,1637,7,1792
max_temp,NA,1638,-3,1793
snow_cover,NA,1638,6,1793
max_temp,NA,1639,-8.5,1794
snow_cover,NA,1639,6,1794
max_temp,NA,1640,-5,1795
snow_cover,NA,1640,6,1795
max_temp,NA,1641,-4,1796
snow_cover,NA,1641,6,1796
max_temp,NA,1642,-4.5,1797
snow_cover,NA,1642,6,1797
max_temp,NA,1643,-2,1798
snow_cover,NA,1643,6,1798
max_temp,NA,1644,-7.5,1799
snow_cover,NA,1644,6,1799
max_temp,NA,1645,-14.5,1800
snow_cover,NA,1645,6,1800
max_temp,NA,1646,-20,1801
snow_cover,NA,1646,8,1801
max_temp,NA,1647,0,1802
snow_cover,NA,1647,8,1802
max_temp,NA,1648,-3.5,1803
snow_cover,NA,1648,8,1803
max_temp,NA,1649,-5.5,1804
snow_cover,NA,1649,7,1804
max_temp,NA,1650,-6,1805
snow_cover,NA,1650,7,1805
max_temp,NA,1651,-2.5,1806
snow_cover,NA,1651,7,1806
max_temp,NA,1652,-3.5,1807
snow_cover,NA,1652,7,1807
max_temp,NA,1653,-3,1808
snow_cover,NA,1653,7,1808
max_temp,NA,1654,2,1809
snow_cover,NA,1654,7,1809
max_temp,NA,1655,-1,1810
snow_cover,NA,1655,6,1810
max_temp,NA,1656,-3,1811
snow_cover,NA,1656,6,1811
max_temp,NA,1657,-4,1812
snow_cover,NA,1657,6,1812
max_temp,NA,1658,-9,1813
snow_cover,NA,1658,6,1813
max_temp,NA,1659,-9,1814
snow_cover,NA,1659,6,1814
max_temp,NA,1660,-12,1815
snow_cover,NA,1660,8,1815
max_temp,NA,1661,-12,1816
snow_cover,NA,1661,11,1816
max_temp,NA,1662,-13,1817
snow_cover,NA,1662,11,1817
max_temp,NA,1663,-2,1818
snow_cover,NA,1663,12,1818
max_temp,NA,1664,-2,1819
snow_cover,NA,1664,10,1819
max_temp,NA,1665,-3.5,1820
snow_cover,NA,1665,10,1820
max_temp,NA,1666,-5,1821
snow_cover,NA,1666,10,1821
max_temp,NA,1667,-3.5,1822
snow_cover,NA,1667,11,1822
max_temp,NA,1668,-2,1823
snow_cover,NA,1668,15,1823
max_temp,NA,1669,1,1824
snow_cover,NA,1669,15,1824
max_temp,NA,1670,1,1825
snow_cover,NA,1670,15,1825
max_temp,NA,1671,-24.5,1826
snow_cover,NA,1671,9,1826
max_temp,NA,1672,-25,1827
snow_cover,NA,1672,9,1827
max_temp,NA,1673,-25.5,1828
snow_cover,NA,1673,10,1828
max_temp,NA,1674,-30,1829
snow_cover,NA,1674,10,1829
max_temp,NA,1675,-24,1830
snow_cover,NA,1675,10,1830
max_temp,NA,1676,-15,1831
snow_cover,NA,1676,10,1831
max_temp,NA,1677,-27,1832
snow_cover,NA,1677,13,1832
max_temp,NA,1678,-22,1833
snow_cover,NA,1678,17,1833
max_temp,NA,1679,-22,1834
snow_cover,NA,1679,20,1834
max_temp,NA,1680,-22,1835
snow_cover,NA,1680,22,1835
max_temp,NA,1681,-18,1836
snow_cover,NA,1681,22,1836
max_temp,NA,1682,-11,1837
snow_cover,NA,1682,22,1837
max_temp,NA,1683,4,1838
snow_cover,NA,1683,22,1838
max_temp,NA,1684,-17,1839
snow_cover,NA,1684,22,1839
max_temp,NA,1685,-25,1840
snow_cover,NA,1685,22,1840
max_temp,NA,1686,-16,1841
snow_cover,NA,1686,22,1841
max_temp,NA,1687,-15,1842
snow_cover,NA,1687,27,1842
max_temp,NA,1688,-25,1843
snow_cover,NA,1688,27,1843
max_temp,NA,1689,-24,1844
snow_cover,NA,1689,26,1844
max_temp,NA,1690,-27,1845
snow_cover,NA,1690,26,1845
max_temp,NA,1691,-28,1846
snow_cover,NA,1691,25,1846
max_temp,NA,1692,-25,1847
snow_cover,NA,1692,26,1847
max_temp,NA,1693,-26,1848
snow_cover,NA,1693,27,1848
max_temp,NA,1694,-4,1849
snow_cover,NA,1694,32,1849
max_temp,NA,1695,0,1850
snow_cover,NA,1695,31,1850
max_temp,NA,1696,-9,1851
snow_cover,NA,1696,30,1851
max_temp,NA,1697,-20,1852
snow_cover,NA,1697,29,1852
max_temp,NA,1698,-16,1853
snow_cover,NA,1698,23,1853
max_temp,NA,1699,-22,1854
snow_cover,NA,1699,34,1854
max_temp,NA,1700,-12,1855
snow_cover,NA,1700,35,1855
max_temp,NA,1701,-12,1856
snow_cover,NA,1701,35,1856
max_temp,NA,1702,-17,1857
snow_cover,NA,1702,36,1857
max_temp,NA,1703,-21,1858
snow_cover,NA,1703,35,1858
max_temp,NA,1704,-17,1859
snow_cover,NA,1704,35,1859
max_temp,NA,1705,-13,1860
snow_cover,NA,1705,35,1860
max_temp,NA,1706,-2,1861
snow_cover,NA,1706,34,1861
max_temp,NA,1707,-2,1862
snow_cover,NA,1707,34,1862
max_temp,NA,1708,-15,1863
snow_cover,NA,1708,32,1863
max_temp,NA,1709,-20,1864
snow_cover,NA,1709,32,1864
max_temp,NA,1710,-11,1865
snow_cover,NA,1710,32,1865
max_temp,NA,1711,-13,1866
snow_cover,NA,1711,36,1866
max_temp,NA,1712,-12,1867
snow_cover,NA,1712,35,1867
max_temp,NA,1713,-14,1868
snow_cover,NA,1713,35,1868
max_temp,NA,1714,-15,1869
snow_cover,NA,1714,35,1869
max_temp,NA,1715,-14,1870
snow_cover,NA,1715,37,1870
max_temp,NA,1716,-11,1871
snow_cover,NA,1716,36,1871
max_temp,NA,1717,-8,1872
snow_cover,NA,1717,35,1872
max_temp,NA,1718,3,1873
snow_cover,NA,1718,35,1873
max_temp,NA,1719,4,1874
snow_cover,NA,1719,33,1874
max_temp,NA,1720,10,1875
snow_cover,NA,1720,32,1875
max_temp,NA,1721,6,1876
snow_cover,NA,1721,31,1876
max_temp,NA,1722,-4,1877
snow_cover,NA,1722,31,1877
max_temp,NA,1723,-6,1878
snow_cover,NA,1723,32,1878
max_temp,NA,1724,-15,1879
snow_cover,NA,1724,32,1879
max_temp,NA,1725,-21,1880
snow_cover,NA,1725,34,1880
max_temp,NA,1726,-20,1881
snow_cover,NA,1726,34,1881
max_temp,NA,1727,-9,1882
snow_cover,NA,1727,33,1882
max_temp,NA,1728,-11,1883
snow_cover,NA,1728,37,1883
max_temp,NA,1729,-12.5,1884
snow_cover,NA,1729,39,1884
max_temp,NA,1730,-19,1885
snow_cover,NA,1730,40,1885
max_temp,NA,1731,-12,1886
snow_cover,NA,1731,47,1886
max_temp,NA,1732,-15,1887
snow_cover,NA,1732,50,1887
max_temp,NA,1733,-11,1888
snow_cover,NA,1733,47,1888
max_temp,NA,1734,-3,1889
snow_cover,NA,1734,46,1889
max_temp,NA,1735,-2,1890
snow_cover,NA,1735,46,1890
max_temp,NA,1736,-11,1891
snow_cover,NA,1736,47,1891
max_temp,NA,1737,-1,1892
snow_cover,NA,1737,47,1892
max_temp,NA,1738,-2,1893
snow_cover,NA,1738,46,1893
max_temp,NA,1739,4.5,1894
snow_cover,NA,1739,43,1894
max_temp,NA,1740,0.5,1895
snow_cover,NA,1740,42,1895
max_temp,NA,1741,-1,1896
snow_cover,NA,1741,59,1896
max_temp,NA,1742,4,1897
snow_cover,NA,1742,56,1897
max_temp,NA,1743,0,1898
snow_cover,NA,1743,54,1898
max_temp,NA,1744,1,1899
snow_cover,NA,1744,52,1899
max_temp,NA,1745,-4,1900
snow_cover,NA,1745,50,1900
max_temp,NA,1746,-5,1901
snow_cover,NA,1746,53,1901
max_temp,NA,1747,-3,1902
snow_cover,NA,1747,52,1902
max_temp,NA,1748,0,1903
snow_cover,NA,1748,50,1903
max_temp,NA,1749,0,1904
snow_cover,NA,1749,49,1904
max_temp,NA,1750,5,1905
snow_cover,NA,1750,47,1905
max_temp,NA,1751,5.5,1906
snow_cover,NA,1751,46,1906
max_temp,NA,1752,2.5,1907
snow_cover,NA,1752,45,1907
max_temp,NA,1753,2,1908
snow_cover,NA,1753,46,1908
max_temp,NA,1754,2,1909
snow_cover,NA,1754,44,1909
max_temp,NA,1755,2,1910
snow_cover,NA,1755,44,1910
max_temp,NA,1756,4,1911
snow_cover,NA,1756,44,1911
max_temp,NA,1757,3,1912
snow_cover,NA,1757,44,1912
max_temp,NA,1758,6,1913
snow_cover,NA,1758,45,1913
max_temp,NA,1759,-7,1914
snow_cover,NA,1759,43,1914
max_temp,NA,1760,-11,1915
snow_cover,NA,1760,43,1915
max_temp,NA,1761,-9,1916
snow_cover,NA,1761,56,1916
max_temp,NA,1762,-11,1917
snow_cover,NA,1762,55,1917
max_temp,NA,1763,-8,1918
snow_cover,NA,1763,54,1918
max_temp,NA,1764,-6,1919
snow_cover,NA,1764,52,1919
max_temp,NA,1765,-2,1920
snow_cover,NA,1765,52,1920
max_temp,NA,1766,-3,1921
snow_cover,NA,1766,51,1921
max_temp,NA,1767,-2,1922
snow_cover,NA,1767,51,1922
max_temp,NA,1768,5,1923
snow_cover,NA,1768,51,1923
max_temp,NA,1769,6,1924
snow_cover,NA,1769,51,1924
max_temp,NA,1770,11,1925
snow_cover,NA,1770,50,1925
max_temp,NA,1771,5.5,1926
snow_cover,NA,1771,46,1926
max_temp,NA,1772,5,1927
snow_cover,NA,1772,43,1927
max_temp,NA,1773,10,1928
snow_cover,NA,1773,42,1928
max_temp,NA,1774,7,1929
snow_cover,NA,1774,31,1929
max_temp,NA,1775,5,1930
snow_cover,NA,1775,62,1930
max_temp,NA,1776,10,1931
snow_cover,NA,1776,46,1931
max_temp,NA,1777,11,1932
snow_cover,NA,1777,41,1932
max_temp,NA,1778,5,1933
snow_cover,NA,1778,42,1933
max_temp,NA,1779,7,1934
snow_cover,NA,1779,42,1934
max_temp,NA,1780,11,1935
snow_cover,NA,1780,38,1935
max_temp,NA,1781,18,1936
snow_cover,NA,1781,35,1936
max_temp,NA,1782,18.5,1937
snow_cover,NA,1782,26,1937
max_temp,NA,1783,15,1938
snow_cover,NA,1783,24,1938
max_temp,NA,1784,8,1939
snow_cover,NA,1784,15,1939
max_temp,NA,1785,11.5,1940
snow_cover,NA,1785,10,1940
max_temp,NA,1786,16,1941
snow_cover,NA,1786,5,1941
max_temp,NA,1787,20,1942
snow_cover,NA,1787,0,1942
max_temp,NA,1788,17.5,1943
snow_cover,NA,1788,0,1943
max_temp,NA,1789,11,1944
snow_cover,NA,1789,0,1944
max_temp,NA,1790,14,1945
snow_cover,NA,1790,0,1945
max_temp,NA,1791,21,1946
snow_cover,NA,1791,0,1946
max_temp,NA,1792,21,1947
snow_cover,NA,1792,0,1947
max_temp,NA,1793,14,1948
snow_cover,NA,1793,0,1948
max_temp,NA,1794,5.5,1949
snow_cover,NA,1794,0,1949
max_temp,NA,1795,4,1950
snow_cover,NA,1795,1,1950
max_temp,NA,1796,5,1951
snow_cover,NA,1796,8,1951
max_temp,NA,1797,5,1952
snow_cover,NA,1797,0,1952
max_temp,NA,1798,10,1953
snow_cover,NA,1798,0,1953
max_temp,NA,1799,12,1954
snow_cover,NA,1799,0,1954
max_temp,NA,1800,15,1955
snow_cover,NA,1800,0,1955
